STATION,STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:CA006157012,RICHMOND HILL CA,19590601,109,-9999,200,0,328,56,250,136,193
GHCND:CA006157012,RICHMOND HILL CA,19590701,119,-9999,415,0,317,106,277,147,212
GHCND:CA006157012,RICHMOND HILL CA,19590801,198,-9999,808,0,339,72,282,176,229
GHCND:CA006157012,RICHMOND HILL CA,19590901,269,-9999,930,0,339,-6,227,123,175
GHCND:CA006157012,RICHMOND HILL CA,19591001,244,-9999,678,0,256,-28,122,51,87
GHCND:CA006157012,RICHMOND HILL CA,19591101,178,-9999,739,147,189,-117,47,-23,12
GHCND:CA006157012,RICHMOND HILL CA,19591201,305,-9999,874,190,72,-167,2,-52,-25
GHCND:CA006157012,RICHMOND HILL CA,19600101,191,-9999,737,414,22,-200,-27,-88,-58
GHCND:CA006157012,RICHMOND HILL CA,19600201,203,-9999,629,395,50,-178,-17,-83,-50
GHCND:CA006157012,RICHMOND HILL CA,19600301,89,-9999,330,269,94,-172,-22,-104,-63
GHCND:CA006157012,RICHMOND HILL CA,19600401,236,-9999,725,42,278,-67,116,21,69
GHCND:CA006157012,RICHMOND HILL CA,19600501,368,-9999,1303,0,239,-22,173,84,128
GHCND:CA006157012,RICHMOND HILL CA,19600601,137,-9999,652,0,283,50,230,115,173
GHCND:CA006157012,RICHMOND HILL CA,19600701,312,-9999,579,0,306,83,252,137,194
GHCND:CA006157012,RICHMOND HILL CA,19600801,401,-9999,838,0,306,78,251,134,192
GHCND:CA006157012,RICHMOND HILL CA,19600901,38,-9999,92,0,322,33,221,114,168
GHCND:CA006157012,RICHMOND HILL CA,19601001,160,-9999,637,8,244,-33,145,40,92
GHCND:CA006157012,RICHMOND HILL CA,19601101,241,-9999,574,16,150,-61,85,7,46
GHCND:CA006157012,RICHMOND HILL CA,19601201,51,-9999,162,157,122,-228,-26,-101,-63
GHCND:CA006157012,RICHMOND HILL CA,19610101,30,-9999,81,81,50,-244,-51,-130,-91
GHCND:CA006157012,RICHMOND HILL CA,19610201,168,-9999,659,148,106,-250,4,-76,-36
GHCND:CA006157012,RICHMOND HILL CA,19610301,127,-9999,609,496,161,-172,29,-43,-7
GHCND:CA006157012,RICHMOND HILL CA,19610401,254,-9999,1039,303,178,-39,76,5,40
GHCND:CA006157012,RICHMOND HILL CA,19610501,188,-9999,514,3,267,-22,165,55,110
GHCND:CA006157012,RICHMOND HILL CA,19610601,224,-9999,821,0,311,67,227,116,171
GHCND:CA006157012,RICHMOND HILL CA,19610701,130,-9999,624,0,311,72,256,150,203
GHCND:CA006157012,RICHMOND HILL CA,19610801,99,-9999,418,0,328,83,252,146,199
GHCND:CA006157012,RICHMOND HILL CA,19610901,127,-9999,393,0,311,22,242,135,188
GHCND:CA006157012,RICHMOND HILL CA,19611001,41,-9999,114,0,244,-17,169,59,114
GHCND:CA006157012,RICHMOND HILL CA,19611101,241,-9999,535,29,233,-72,68,-12,28
GHCND:CA006157012,RICHMOND HILL CA,19611201,165,-9999,420,163,122,-172,-2,-66,-34
GHCND:CA006157012,RICHMOND HILL CA,19620101,163,-9999,634,291,33,-239,-44,-122,-83
GHCND:CA006157012,RICHMOND HILL CA,19620201,152,-9999,681,553,67,-244,-38,-126,-82
GHCND:CA006157012,RICHMOND HILL CA,19620301,119,-9999,155,89,206,-211,29,-45,-8
GHCND:CA006157012,RICHMOND HILL CA,19620401,69,-9999,316,51,289,-67,119,10,65
GHCND:CA006157012,RICHMOND HILL CA,19620501,191,-9999,435,0,322,6,214,96,155
GHCND:CA006157012,RICHMOND HILL CA,19620601,213,-9999,671,0,300,50,238,128,183
GHCND:CA006157012,RICHMOND HILL CA,19620701,211,-9999,596,0,317,106,247,138,192
GHCND:CA006157012,RICHMOND HILL CA,19620801,157,-9999,273,0,306,83,255,139,197
GHCND:CA006157012,RICHMOND HILL CA,19620901,333,-9999,888,0,311,33,187,99,143
GHCND:CA006157012,RICHMOND HILL CA,19621001,229,-9999,1129,216,256,-50,138,55,97
GHCND:CA006157012,RICHMOND HILL CA,19621101,462,-9999,787,51,128,-78,59,-18,21
GHCND:CA006157012,RICHMOND HILL CA,19621201,241,-9999,531,249,133,-250,-15,-86,-51
GHCND:CA006157012,RICHMOND HILL CA,19630101,91,-9999,235,235,22,-244,-60,-124,-92
GHCND:CA006157012,RICHMOND HILL CA,19630201,41,-9999,234,209,39,-244,-54,-146,-100
GHCND:CA006157012,RICHMOND HILL CA,19630301,137,-9999,710,209,200,-189,41,-52,-5
GHCND:CA006157012,RICHMOND HILL CA,19630401,170,-9999,649,146,211,-56,118,5,62
GHCND:CA006157012,RICHMOND HILL CA,19630501,198,-9999,937,0,256,-33,167,55,111
GHCND:CA006157012,RICHMOND HILL CA,19630601,28,-9999,82,0,328,56,248,123,186
GHCND:CA006157012,RICHMOND HILL CA,19630701,231,-9999,584,0,344,67,264,150,207
GHCND:CA006157012,RICHMOND HILL CA,19630801,259,-9999,854,0,294,67,233,128,181
GHCND:CA006157012,RICHMOND HILL CA,19630901,330,-9999,610,0,256,-6,189,73,131
GHCND:CA006157012,RICHMOND HILL CA,19631001,147,-9999,150,0,272,-17,199,60,130
GHCND:CA006157012,RICHMOND HILL CA,19631101,193,-9999,688,33,156,-72,87,26,56
GHCND:CA006157012,RICHMOND HILL CA,19631201,142,-9999,705,649,61,-233,-43,-120,-81
GHCND:CA006157012,RICHMOND HILL CA,19640101,201,-9999,719,246,67,-233,-9,-79,-44
GHCND:CA006157012,RICHMOND HILL CA,19640201,157,-9999,295,283,61,-200,-17,-105,-61
GHCND:CA006157012,RICHMOND HILL CA,19640301,178,-9999,746,289,178,-144,26,-52,-13
GHCND:CA006157012,RICHMOND HILL CA,19640401,130,-9999,563,46,267,-111,103,7,55
GHCND:CA006157012,RICHMOND HILL CA,19640501,284,-9999,568,0,311,17,205,83,144
GHCND:CA006157012,RICHMOND HILL CA,19640601,102,-9999,314,0,344,6,235,112,174
GHCND:CA006157012,RICHMOND HILL CA,19640701,518,-9999,1032,0,333,111,268,164,216
GHCND:CA006157012,RICHMOND HILL CA,19640801,516,-9999,1516,0,289,72,223,120,172
GHCND:CA006157012,RICHMOND HILL CA,19640901,20,-9999,98,0,311,6,199,94,147
GHCND:CA006157012,RICHMOND HILL CA,19641001,178,-9999,408,13,239,-67,137,26,81
GHCND:CA006157012,RICHMOND HILL CA,19641101,107,-9999,395,165,172,-106,76,-3,37
GHCND:CA006157012,RICHMOND HILL CA,19641201,254,-9999,651,211,106,-167,-2,-67,-35
GHCND:CA006157012,RICHMOND HILL CA,19650101,188,-9999,676,419,106,-250,-36,-113,-75
GHCND:CA006157012,RICHMOND HILL CA,19650201,262,-9999,866,464,106,-183,-20,-103,-61
GHCND:CA006157012,RICHMOND HILL CA,19650301,86,-9999,367,362,72,-144,4,-60,-28
GHCND:CA006157012,RICHMOND HILL CA,19650401,112,-9999,425,102,189,-89,86,-4,41
GHCND:CA006157012,RICHMOND HILL CA,19650501,64,-9999,313,0,300,-6,202,75,138
